timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,covid,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
4/21/25 19:08,6030ac6fe9ee913af8f49a8f,18-24,Male,No Religion,Mixed,High school diploma/A-levels,English,Suburban,"$20,000 - $29,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,"Integrity, Compassion, Community","Extroverted, Thoughtful, Outgoing, Analytical","Friendly, Reserved, Neutral, Awkward",Gaming,5,"Trust, Emotional connection",Financial stability,getting a big gift from friends making me feel cared about.,Complete Trust and loyalty to eachother.,Groceries,ignore,ignore
4/21/25 19:08,5d7ff85ffec5620017b07c40,45-54,Female,Christianity,Mixed Mexican/White,Technical/community college,English,Urban,"$10,000 - $19,999",Very liberal,"I think Covid-19 was man made, vaccines are safe but have side effects, masks help reduce transmission.",Work,Compassion,Introverted,Friendly,Cooking,More than 20,Emotional connection,Personal development,The death of my brother.,Kindness/ Empathy,Buy stuff for my house.,5,5
4/21/25 19:08,5c7c441a4da3e60001b66871,25-34,Female,No Religion,Hispanic or Latino,Undergraduate degree (BA/BSc/other),English,Urban,"$20,000 - $29,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Hobbies,Integrity,Introverted,"Reserved, Awkward",reading,4,"Trust, Emotional connection",Financial stability,immigrating ,honesty,pay down debt,"ignore: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","ignore: 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
4/21/25 19:08,66200b032829f40f3664afdf,45-54,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"$30,000 - $39,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Hobbies,Compassion,Extroverted,Friendly,Watching Youtube gaming content,1,"Fun, Emotional connection",Personal development,Learning to be stronger and more independent after my father passed away.,I value them being a good listener above all else.,Put it away in savings because I want to travel to the UK in the future and am trying to save up for a trip.,"like-post: 5, 6, 7 share-post: 7 comment-post: 7: I'll have to check this out! add-note: 10: the article contains misinformation","like-post: 19, 24, 30 share-post: 30 comment-post: 24: I love Stephen Fry!"
4/21/25 19:08,67e3126f2bfefc992d4dace9,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"Less than $10,000",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,Community,Analytical,Neutral,playing football,2,Loyalty,Travel,winning football games,focused and discipline,start a business,1 2 3,action target content
4/21/25 19:08,67887ed5271759466f1ed65a,18-24,Female,Christianity,Hispanic or Latino,High school diploma/A-levels,"English, Spanish",Rural,"$10,000 - $19,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion, Ambition","Thoughtful, Outgoing","Neutral, Awkward",crafting ,2,"Trust, Loyalty, Emotional connection",Financial stability,when i got a puppy,loyalty ,save it ,"like post: like all 
share post: 2,7,10 
comment: on none 
add note: most are advertisements except for 10 ","like : all post 
share Post: 12
Comment: i do not normally comment on anything 
add note: everything seems interesting but some seem like they can be a cause of conflict in comments "
4/21/25 19:08,669a92a7634bd2faf6fec077,55-64,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$10,000 - $19,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Compassion,"Thoughtful, Outgoing","Friendly, Awkward",fishing,1,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection, Shared experiences",Financial stability,births of my kids and grandkids.,trust,zip line,"2,3,4","2,3,4"
4/21/25 19:08,670c06bb7926d2525a7a7755,25-34,Male,Christianity,Black or African American,High school diploma/A-levels,English,Urban,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Independence,Analytical,Confident,Cooking ,3,Trust,Financial stability,Separation from my toxic criminal family ,My mental tolerance ,Put it into crypto currency and forget about it for a few years,post_id: 4 - Like - Share Post,"post_id: 20 - like - share - Comment: "" I knew it"" "
4/21/25 19:08,65dfb9ef84f2b03399eecc6c,45-54,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$10,000 - $19,999",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Independence,Outgoing,"Confident, Friendly, Reserved",sleeping in,3,"Trust, Intellectual connection",Financial stability,being born?,intelligence,put in bank,ignore: ALL,ignore: ALL
4/21/25 19:09,67f1b8abe144ffdfc27d371a,25-34,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$90,000 - $99,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition, Independence","Extroverted, Thoughtful, Outgoing","Confident, Friendly",knitting,2,"Trust, Fun, Loyalty, Intellectual connection",Family,having kids and taking care of them,honesty ,donate half to charity and buy food,"like post 1,2,3,4,7.8 share post 4,5
i love post 4 
comment on post 10 covid was real","like post 11,12,14,15 
comment post 29 the vaccines have been tested and they are no longer experimental
share post 26"
4/21/25 19:09,673b77b11f79e3de7bc5d44f,35-44,Female,Spiritual but not religious,multiracial,Undergraduate degree (BA/BSc/other),English,Rural,"$40,000 - $49,999",Liberal,"I think COVID-19 was leaked from a lab, the vaccines were uneffective and the approval was rushed through by the FDA, and masks provide some protection.",Work,Compassion,Analytical,Reserved,Cycling,3,"Trust, Intellectual connection",Financial stability,Starting my own business.,Honesty,Buy my dog more food.,2,like: post 21 
4/21/25 19:09,6643a8837540ee80f2d5be45,55-64,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,"Less than $10,000",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,"Thoughtful, Outgoing",Friendly,hiking,11,"Trust, Shared experiences",Family,Seeing my son have a child,Caring,Take my spouse out to dinner,ignore,ignore
4/21/25 19:09,67e367400bcbb8a5e7da0f5c,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Independence,Analytical,Awkward,gaming,2,"Trust, Intellectual connection",Career growth,Attaining a bachelors degree,honesty,Party,Like post,"Ignore,"
4/21/25 19:09,672d127c0844b35fabc0dae8,25-34,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$10,000 - $19,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Extroverted,Neutral,Basketball,2,"Fun, Loyalty",Financial stability,going to UFC with my dad,loyalty,put it all on red ,like[7] ,like:[post-id:30]
4/21/25 19:09,5f6388bf9ae5ad07ba1a0173,45-54,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,"$50,000 - $59,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Thoughtful,Friendly,gardening,4,"Trust, Loyalty",Family,having children,loyalty,pay a bill,ignore only,ignore
4/21/25 19:09,67ec594ad0dc026fb8cfd205,25-34,Male,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$40,000 - $49,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,"Compassion, Ambition","Introverted, Thoughtful","Friendly, Reserved, Neutral",Chatting,3,"Trust, Fun, Loyalty",Career growth,smashing big milestones above my age,Showing up when I really need them,throw it into gambling,"like-post: 1, 2, 3, 7, 8, 9
share-post: 3, 7
comment-post: 3: Looking forward to seeing which gadgets made the best-of list! Tech reviews help me make smarter purchases.
add-note: 10: This claim is false. COVID-19 vaccines and boosters have shown continued effectiveness against severe disease from omicron variants, though with some reduced efficacy compared to earlier variants.","like-post: 11, 12, 14, 19, 21, 24, 26
share-post: 11, 12, 14, 26
comment-post: 11: Myleene Klass's advocacy for miscarriage awareness is so important. Breaking the silence around pregnancy loss helps countless women feel less alone in their grief. Thank you for highlighting this recognition.
comment-post: 14: The Post Office scandal was one of the greatest miscarriages of justice in UK history. These campaigners deserve every recognition for their tireless fight for justice.
add-note: 20: This claim is false. Wisconsin's 2020 election had approximately 3.3 million votes cast with about 3.7 million registered voters. Election data is publicly verifiable through official state records.
add-note: 29: This claim is false. Life insurance policies generally do not exclude coverage for deaths related to COVID-19 vaccines. The vaccines have passed clinical trials and received regulatory approval, so they are not considered ""experimental."""
4/21/25 19:10,5c312101867f660001b05bf6,35-44,Female,No Religion,Hispanic or Latino,Graduate degree (MA/MSc/MPhil/other),"English, Spanish",Suburban,"$100,000 - $149,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Thoughtful,"Reserved, Awkward",tennis,5,"Trust, Fun",Travel,Family time,Honesty,Pay bills,"ignore: 1, 2, 3, 4, 5, 6, 7, 8, 9, 20","ignore: 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4/21/25 19:10,67196681fa6b6f118affbf51,45-54,Female,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,"$60,000 - $69,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,"Integrity, Compassion","Extroverted, Thoughtful","Friendly, Reserved, Awkward",Gaming,4,"Trust, Emotional connection",Family,When my son was born after thinking I couldn't get pregnant.,Honesty,pay bills,"like-post 3, 7","like-post 11, 19"
4/21/25 19:10,66ccb4b5272f83f89a284318,35-44,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$80,000 - $89,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Compassion,Thoughtful,Friendly,Bowling,5,"Trust, Loyalty",Family,Birth of Children,Loyalty,Probably spend it on my kids,"like-post: 1, 2, 3, 7, 8","like posts 11, 12, 14, 21, 22, 24, 25, 26"
4/21/25 19:10,6676fab6295042ff191ead64,25-34,Male,No Religion,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Outgoing,Reserved,YouTube,3,"Loyalty, Emotional connection",Financial stability,Finishing my phd,Empathy and emotional intelligence,Invest it,"like-post: 1, 5, 7
share-post: 8, 10","like-post: 19, 
share-post: 23, 29"
4/21/25 19:10,5d42486206811e001ada5b4b,45-54,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$60,000 - $69,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Compassion, Ambition","Introverted, Thoughtful, Outgoing","Confident, Friendly",fishing,2,"Trust, Fun, Loyalty, Emotional connection",Financial stability,having my first child,trust,go out to dinner with my children,i would read but not share this content on social media because it saying it has information thats false in it,i would ignore this and not read it because it contains misinformation
4/21/25 19:10,67f285e8ed3cbad7b5e581d9,25-34,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$70,000 - $79,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Ambition, Independence",Extroverted,"Confident, Friendly",teaching,2,"Trust, Fun",Career growth,Graduating from college,Honesty,Grocery,"like-post: 1, 2, 3, 7
share-post: 2, 3, 8
comment-post: 7: I've heard great things about this! Might give it a try—sleep is everything.
add-note: 10: This post spreads medical misinformation. COVID-19 vaccines and boosters have been shown to reduce severe illness and hospitalization, including against omicron variants.","like-post: 11, 12, 13, 14, 15, 19, 21, 22, 24, 26, 27, 30
share-post: 11, 12, 14, 21, 22, 24, 26
comment-post: 30: Wallace & Gromit never gets old—hope this new one lives up to the charm! 🧀🎬
add-note: 20: This claim is false. According to the Wisconsin Elections Commission, the number of votes cast in the 2020 election did not exceed the number of registered voters."
